_index_reports,_index_players,Assists,Blocks,Minutes played,Points,Total rebounds,Steals
370,423,,,,13.0,6.0,3.0
370,57,2.0,1.0,,16.0,5.0,
370,464,4.0,,,14.0,4.0,3.0
370,195,1.0,,,,5.0,1.0
370,208,10.0,,,9.0,1.0,2.0
370,465,,,,24.0,9.0,
370,58,6.0,,,15.0,10.0,3.0
370,125,4.0,3.0,,19.0,20.0,1.0
370,282,2.0,,,12.0,2.0,2.0
370,240,7.0,,,30.0,3.0,2.0
370,351,1.0,,,11.0,2.0,
371,464,,,,16.0,11.0,
371,423,,,,21.0,,2.0
371,174,,8.0,,13.0,9.0,
371,81,4.0,,,27.0,7.0,3.0
372,418,,2.0,,26.0,,
372,170,2.0,,,23.0,,
372,538,7.0,1.0,,16.0,10.0,
372,193,,,,11.0,,
372,406,5.0,,,14.0,12.0,
372,158,,,,,14.0,
372,266,,,,26.0,,
372,146,6.0,,37.0,22.0,4.0,
372,453,,,,12.0,,
373,250,,,,27.0,,
373,467,,3.0,,22.0,11.0,
373,430,,7.0,,4.0,7.0,
373,463,,,,20.0,,
373,387,,,,8.0,9.0,
373,62,6.0,1.0,,32.0,5.0,1.0
373,272,,,32.0,12.0,,
373,335,12.0,,,25.0,,3.0
373,499,1.0,,27.0,15.0,3.0,4.0
374,199,,,,13.0,,
374,315,,,,13.0,,
374,515,,,,26.0,,2.0
374,142,,,,18.0,,
375,527,,,,26.0,,4.0
375,138,17.0,,43.0,28.0,,
375,447,,,,33.0,13.0,
375,443,3.0,3.0,,20.0,,
376,95,,,,12.0,5.0,
376,437,1.0,1.0,,7.0,10.0,
376,415,4.0,,,17.0,7.0,
376,335,10.0,1.0,,20.0,12.0,1.0
376,487,1.0,,,13.0,6.0,
376,316,8.0,,,25.0,14.0,1.0
376,419,,,12.0,,,
376,102,1.0,4.0,,19.0,,4.0
376,145,10.0,,,29.0,3.0,1.0
376,380,,,,8.0,4.0,1.0
377,462,,,,21.0,,
377,275,,,,21.0,,
377,340,7.0,,,25.0,,
377,177,,,,11.0,,
377,306,,,,11.0,8.0,
378,388,,,,14.0,,
378,299,,,21.0,10.0,10.0,
378,244,,,28.0,17.0,,
378,174,,4.0,33.0,12.0,14.0,
378,499,,,,20.0,,
378,452,,,17.0,15.0,,
378,410,,,27.0,16.0,,
379,464,,,,16.0,4.0,1.0
380,170,,,,,,
380,153,15.0,,,41.0,,
380,145,,,,,,
381,128,2.0,,,,14.0,
381,514,,,,18.0,,
381,10,,,,14.0,,
381,468,,,,10.0,,
381,246,,,,10.0,,
381,14,,,,15.0,,
381,119,,,30.0,14.0,,
382,227,,,,12.0,3.0,
382,448,5.0,,,23.0,7.0,
382,49,,,32.0,21.0,8.0,
382,267,,,16.0,10.0,5.0,
382,211,1.0,,21.0,14.0,,1.0
382,285,,,,15.0,,2.0
382,270,,2.0,31.0,18.0,1.0,
382,507,5.0,,43.0,19.0,7.0,1.0
382,67,7.0,,,4.0,,
382,466,,,,16.0,4.0,
384,362,,,,7.0,4.0,
384,242,,,,,,
384,517,,,4.0,,,
384,390,,,,17.0,,
384,430,,4.0,,,,
385,250,7.0,,,19.0,,4.0
385,504,,,,13.0,,
385,312,,,,16.0,,2.0
385,463,,,,13.0,,
385,11,,,,29.0,,
385,200,6.0,,32.0,16.0,,
385,363,,,30.0,15.0,8.0,
386,213,,,,14.0,,
386,345,,,,12.0,,
386,510,,,,16.0,8.0,
386,444,,,,6.0,,
386,85,,,20.0,11.0,,
386,80,,,,19.0,,
386,281,5.0,,,16.0,,2.0
386,111,,,,10.0,,
386,73,,,,,12.0,
386,81,,,,21.0,,
386,238,,,30.0,20.0,,
386,100,,,,10.0,,
387,187,,,30.0,3.0,3.0,
387,458,,,,23.0,11.0,
387,391,6.0,,28.0,15.0,,
388,212,,,,17.0,3.0,
388,175,3.0,3.0,,11.0,9.0,
388,180,,,,23.0,,
388,215,,,,17.0,,
388,413,,,,22.0,,
388,231,,3.0,,17.0,8.0,3.0
388,305,7.0,,,19.0,,5.0
388,88,11.0,,,11.0,,
389,271,,,,5.0,,
389,362,,,,17.0,7.0,
389,242,6.0,,36.0,24.0,1.0,
389,279,,,,11.0,,
389,14,7.0,,,22.0,4.0,
389,142,5.0,,23.0,26.0,,1.0
390,462,,,,21.0,,
390,264,,,,20.0,8.0,
390,442,,,31.0,6.0,14.0,
390,244,3.0,,,21.0,,
390,310,10.0,,,13.0,3.0,3.0
390,425,,,19.0,2.0,1.0,
390,58,4.0,,,9.0,6.0,2.0
390,125,,,,13.0,15.0,
390,282,,,,17.0,,
390,240,11.0,,,13.0,,
390,420,,,,8.0,,
390,547,,,,8.0,,
391,437,,,,15.0,8.0,
391,335,11.0,,,29.0,17.0,
391,504,,,,19.0,8.0,
391,17,3.0,,,22.0,5.0,
392,137,5.0,,,24.0,,
392,381,7.0,,,30.0,,
392,114,,,,17.0,5.0,
392,281,5.0,,,26.0,7.0,
392,73,2.0,2.0,,,14.0,
392,81,,,,34.0,4.0,
392,238,,,,18.0,7.0,
393,317,,,,19.0,,
393,501,,,,22.0,10.0,
393,153,10.0,,,23.0,,
393,514,,1.0,,15.0,1.0,
393,513,,,,11.0,13.0,
393,130,,,24.0,18.0,,
394,425,5.0,,,8.0,6.0,
394,324,,,,11.0,,
394,359,,,,10.0,5.0,
394,527,,,34.0,,,
394,138,11.0,,,21.0,,1.0
394,337,1.0,1.0,,,,
394,149,,,,12.0,6.0,
394,189,,,,15.0,6.0,
394,155,,,,10.0,,
394,471,,,,10.0,6.0,
394,415,,,,17.0,6.0,
394,88,,,29.0,12.0,6.0,
395,385,,,,21.0,,
395,398,,,,24.0,,
395,458,,,34.0,22.0,,
395,340,4.0,,,35.0,5.0,
395,177,4.0,,,15.0,9.0,
396,2,6.0,,,22.0,8.0,3.0
396,3,,,,23.0,8.0,
396,7,,,,19.0,,
396,333,,,,10.0,8.0,
396,447,6.0,,,20.0,9.0,
396,214,,,37.0,17.0,9.0,
396,426,7.0,,,19.0,,
397,154,,,,22.0,,
397,419,,,,19.0,,
397,102,,,,,12.0,
397,481,,,,16.0,,
398,301,,,,15.0,,
398,499,,,,,,
399,81,,,31.0,,7.0,
399,452,5.0,,,21.0,8.0,
399,174,,3.0,,24.0,14.0,
399,382,7.0,,,24.0,,4.0
400,553,,,,24.0,,
400,534,,,15.0,17.0,,
400,547,,,,26.0,,
401,443,,,,24.0,7.0,
401,250,,,,,,
401,430,1.0,4.0,,35.0,,1.0
402,108,,,41.0,19.0,,
402,132,,,,,,2.0
402,46,,,37.0,11.0,6.0,2.0
402,2,,,,,,
402,7,,,,9.0,,
402,3,,1.0,,19.0,13.0,
403,213,,,,,,4.0
403,444,9.0,,,14.0,,
403,320,,,,20.0,,
403,246,,,,18.0,,
403,322,,,,21.0,,
403,135,,,,22.0,10.0,
403,42,6.0,,,16.0,5.0,
403,156,,,,15.0,9.0,
404,250,2.0,,,25.0,7.0,
404,126,,,,10.0,,
404,157,,,,10.0,,
404,2,,,,10.0,,
404,246,,,,13.0,5.0,
404,24,,,,16.0,11.0,
404,119,,,19.0,7.0,,
404,14,8.0,,,10.0,,
404,322,,,,17.0,,
404,225,,,,18.0,,
405,404,,,,32.0,14.0,
405,368,,,41.0,9.0,,
405,59,9.0,,,31.0,6.0,
405,492,,,35.0,18.0,13.0,
405,81,,,,40.0,,
406,189,,,,9.0,,
406,108,,,,7.0,,
406,404,2.0,1.0,,8.0,10.0,1.0
406,368,,,,9.0,,
406,96,,,,,7.0,
406,316,3.0,1.0,,21.0,3.0,
406,419,1.0,,,12.0,13.0,
406,102,2.0,4.0,,8.0,14.0,
406,145,11.0,,,25.0,2.0,1.0
406,375,,,,9.0,,
407,175,6.0,4.0,34.0,30.0,12.0,
407,212,,,31.0,18.0,9.0,
407,522,,,25.0,19.0,,
407,12,,,24.0,27.0,,
407,364,,,,31.0,,
408,415,,,,23.0,,
408,335,10.0,,,36.0,11.0,4.0
408,504,,,32.0,29.0,,
408,11,,,,22.0,,
408,459,,,,,,
408,200,,,,21.0,,
409,27,,,,13.0,,
409,448,2.0,1.0,,18.0,5.0,2.0
409,491,,,,2.0,8.0,
409,196,,,,8.0,,
409,344,,,,13.0,,
409,316,8.0,,,23.0,6.0,3.0
409,419,,,,29.0,13.0,
409,481,,,,23.0,,
410,153,14.0,,,27.0,,
410,170,,,,24.0,,
410,132,,,,16.0,,
411,423,,,,21.0,3.0,
411,530,,6.0,,14.0,10.0,
411,552,,,21.0,16.0,8.0,
411,11,,2.0,,21.0,8.0,
411,459,,4.0,,33.0,17.0,4.0
411,23,,,,11.0,6.0,
412,316,9.0,,,23.0,9.0,
412,145,,,,,,
412,553,,,,24.0,,
413,385,,,,19.0,4.0,
413,367,,,32.0,16.0,,
413,398,8.0,,,26.0,4.0,
413,358,,,,16.0,,
413,12,,,22.0,17.0,,
413,364,9.0,,,15.0,6.0,
413,132,7.0,,,14.0,,
413,451,,,,16.0,,
413,453,,,,16.0,,
414,58,2.0,,,20.0,4.0,
414,62,7.0,,,23.0,4.0,
414,266,,,,16.0,,
414,146,6.0,,,43.0,9.0,
415,425,,,22.0,10.0,,
415,359,6.0,,26.0,,7.0,
415,527,,,23.0,21.0,,
415,440,7.0,,29.0,19.0,4.0,
415,192,,,,10.0,,
415,348,,,22.0,12.0,,
415,423,,,24.0,27.0,,
415,552,,,,11.0,12.0,
415,134,,,21.0,17.0,,
416,240,7.0,,,22.0,,
416,547,,,,20.0,,
416,526,,,,17.0,5.0,
416,81,,,,17.0,,
416,452,5.0,,,17.0,5.0,
417,96,4.0,3.0,,10.0,11.0,
417,446,5.0,,,17.0,4.0,
417,132,6.0,,,23.0,7.0,
417,49,,2.0,,22.0,8.0,
417,336,6.0,,,12.0,,3.0
417,273,6.0,,28.0,18.0,4.0,
418,62,,1.0,27.0,25.0,,1.0
418,146,,,,11.0,,1.0
418,119,,,,24.0,10.0,
418,278,,,,27.0,10.0,
418,135,12.0,,36.0,17.0,21.0,
418,549,,,,23.0,3.0,
419,523,1.0,,,21.0,5.0,
419,501,2.0,3.0,,7.0,17.0,
419,187,3.0,,,25.0,6.0,
419,391,6.0,,,28.0,2.0,
419,269,2.0,1.0,,10.0,3.0,
419,316,5.0,,,23.0,9.0,3.0
419,419,3.0,,,24.0,12.0,
419,145,4.0,1.0,,29.0,1.0,
419,155,1.0,,,13.0,7.0,
420,517,5.0,,,15.0,4.0,
420,362,1.0,,,17.0,6.0,
420,86,3.0,1.0,,8.0,10.0,
420,372,,,,9.0,2.0,1.0
420,360,,,22.0,12.0,1.0,2.0
420,390,2.0,,,17.0,1.0,2.0
420,108,3.0,,,14.0,6.0,1.0
420,96,3.0,,,20.0,3.0,1.0
420,404,,4.0,,24.0,17.0,
420,189,1.0,,,19.0,5.0,1.0
420,476,7.0,,,10.0,4.0,2.0
420,112,,1.0,,10.0,6.0,
421,423,,,,13.0,,
421,57,,,,16.0,,
421,464,,,,14.0,,
421,195,,,,9.0,,
421,208,10.0,,,9.0,,
421,465,,,,24.0,,
421,58,,,,15.0,10.0,
421,125,,,,19.0,20.0,
421,282,,,,12.0,,
421,240,7.0,,,30.0,3.0,2.0
421,351,,,,11.0,,
422,271,4.0,,,25.0,,
422,362,4.0,,,15.0,,
422,360,4.0,,,21.0,6.0,
422,35,3.0,,,20.0,13.0,
422,89,,,,26.0,9.0,
423,414,,,,13.0,,
423,359,1.0,,,,8.0,
423,527,,,,23.0,,
423,138,13.0,,,12.0,,
423,288,,,,27.0,,
423,272,,,,22.0,,
423,299,,,,7.0,11.0,
423,244,,,,24.0,,
423,161,,,,11.0,,
423,388,,,,17.0,,
424,2,3.0,,,19.0,6.0,1.0
424,139,,,,10.0,6.0,
424,7,8.0,,,19.0,3.0,2.0
424,522,1.0,2.0,,20.0,6.0,
424,227,3.0,,,17.0,6.0,2.0
424,479,2.0,2.0,,13.0,4.0,
424,177,2.0,,,19.0,6.0,1.0
424,53,12.0,,,13.0,,
425,462,,,,10.0,,
425,299,,,,17.0,10.0,
425,244,,,,31.0,,
425,310,,,,20.0,,
425,161,,,,13.0,,
425,275,,,,13.0,,
425,423,2.0,,,26.0,12.0,
425,464,,,,17.0,,
425,318,,,,16.0,,
425,123,,,,16.0,,
425,413,1.0,,,12.0,7.0,
426,272,,3.0,,21.0,,2.0
426,469,,,,8.0,11.0,
426,154,,,,18.0,,
426,88,7.0,,,8.0,,
426,442,,,,13.0,10.0,
426,175,10.0,3.0,,21.0,,5.0
426,212,,,,,,
426,540,,,,14.0,,
427,287,,,,6.0,10.0,
427,385,2.0,,,13.0,2.0,2.0
427,48,3.0,,,13.0,10.0,
427,398,5.0,,,12.0,2.0,2.0
427,292,2.0,,,14.0,3.0,1.0
427,213,3.0,,,22.0,5.0,1.0
427,345,1.0,,,9.0,5.0,
427,510,,4.0,,22.0,7.0,1.0
427,444,11.0,,,16.0,5.0,1.0
427,295,,,,14.0,,
427,320,1.0,2.0,,11.0,2.0,
428,3,,,,24.0,15.0,3.0
428,288,3.0,,,20.0,,
428,469,,,,20.0,9.0,
428,154,,,,17.0,3.0,
429,457,,,36.0,30.0,,
429,473,6.0,,33.0,8.0,,
429,82,,,,14.0,,
429,244,,,20.0,,,
429,390,,,30.0,16.0,,
429,488,6.0,,25.0,14.0,,
430,188,,,,11.0,6.0,
430,534,,,,12.0,4.0,
430,457,3.0,,38.0,31.0,,
430,420,,,,15.0,,
430,263,,,,13.0,5.0,
430,360,5.0,,,15.0,6.0,
430,386,,,25.0,17.0,8.0,
431,271,,,,9.0,,
432,287,,,,,14.0,
432,367,,,,27.0,,
432,48,,,,10.0,,
432,398,9.0,,,24.0,,
432,489,,,,6.0,,
432,244,,,,10.0,,
432,462,,,,13.0,11.0,
432,388,,,,17.0,,
432,310,,,,21.0,,
432,184,,,,11.0,,
433,530,,,39.0,17.0,12.0,
433,426,3.0,,21.0,3.0,,
434,320,,,,17.0,5.0,2.0
434,213,,,,26.0,10.0,
434,479,,,,11.0,11.0,
434,340,4.0,,,14.0,,
434,77,2.0,,21.0,8.0,,
435,345,,,,11.0,10.0,5.0
435,3,,,,28.0,12.0,
435,188,,,,19.0,10.0,
435,185,,,,16.0,12.0,
436,153,6.0,,,33.0,7.0,
436,459,,,,26.0,12.0,
436,200,13.0,,,14.0,7.0,
437,398,,,,24.0,,
437,316,,,,27.0,,
437,419,,,,22.0,,
438,35,,,,21.0,,
438,147,,,,17.0,,
438,54,,,,17.0,,
438,58,5.0,,,29.0,9.0,
438,240,5.0,,,17.0,6.0,
438,207,,,,23.0,,
439,423,,,,5.0,,
439,403,,,,25.0,,
439,464,,,,6.0,,
439,318,,,,6.0,,
439,123,,,,18.0,3.0,3.0
439,413,,,,17.0,,
439,57,,,,12.0,,
439,11,,,,17.0,9.0,
439,459,,,,30.0,,
439,200,,,,9.0,,
439,331,,,,12.0,,
440,377,2.0,,,20.0,9.0,
440,339,,,,17.0,,
440,359,,,,12.0,,
440,138,11.0,1.0,,19.0,7.0,5.0
440,440,4.0,,,11.0,,
440,299,,,,8.0,9.0,
440,244,5.0,2.0,,34.0,6.0,2.0
440,310,6.0,,,11.0,3.0,2.0
440,442,,,,12.0,12.0,
440,275,,,,14.0,6.0,
441,287,,,,11.0,,1.0
441,308,1.0,,,18.0,2.0,
441,48,8.0,1.0,,20.0,5.0,2.0
441,398,9.0,,,17.0,6.0,
441,367,1.0,,,10.0,,
441,292,1.0,,,16.0,1.0,
441,117,1.0,,,15.0,,2.0
441,359,,1.0,,16.0,,
441,527,9.0,,,20.0,4.0,
441,138,10.0,,,25.0,6.0,
441,466,2.0,,18.0,12.0,,3.0
442,258,4.0,,,18.0,6.0,
442,360,6.0,1.0,,23.0,5.0,5.0
442,411,7.0,,46.0,18.0,,
442,541,6.0,,,26.0,9.0,
442,70,,,19.0,14.0,3.0,
442,537,,3.0,,10.0,10.0,
442,23,,,28.0,12.0,5.0,
442,472,,,29.0,20.0,,
443,189,,,,14.0,,
443,108,,,,14.0,,
443,404,,1.0,,8.0,17.0,
443,476,7.0,,,9.0,1.0,3.0
443,96,1.0,,,13.0,6.0,
443,59,,,,,1.0,
443,309,,,,12.0,3.0,
443,238,2.0,1.0,,28.0,5.0,3.0
443,262,2.0,,,15.0,4.0,1.0
443,487,3.0,,,17.0,7.0,1.0
443,281,12.0,,,16.0,,2.0
443,53,9.0,,,5.0,2.0,1.0
443,332,2.0,,,12.0,6.0,
444,272,0.0,,,31.0,,0.0
444,415,,,,12.0,1.0,1.0
444,335,16.0,,,41.0,12.0,
445,132,,,,27.0,,2.0
445,446,,,,21.0,,
445,514,2.0,,,26.0,,
445,128,,2.0,,28.0,15.0,
445,468,,,,23.0,,
446,11,2.0,,,13.0,12.0,1.0
446,541,,,39.0,16.0,6.0,
446,294,,,,17.0,,
446,53,,,,,,1.0
446,292,,,26.0,23.0,,
446,526,4.0,1.0,,23.0,11.0,
446,174,,4.0,,12.0,5.0,2.0
446,81,6.0,,,24.0,5.0,2.0
446,410,,,25.0,19.0,,
447,316,5.0,,35.0,30.0,6.0,1.0
447,419,,,,11.0,,
447,145,,,,13.0,,
447,3,5.0,,,22.0,7.0,
447,67,7.0,,31.0,16.0,3.0,
447,389,,,,10.0,,
448,250,6.0,,34.0,25.0,9.0,1.0
448,2,,,,12.0,,
448,430,,,,12.0,,
448,63,,,,12.0,,
448,368,,,29.0,10.0,,
448,476,,,,16.0,,
448,189,,,,12.0,,
448,112,,,23.0,12.0,12.0,
449,527,,,,23.0,,
449,138,10.0,,,30.0,,
449,322,,,,21.0,,
449,333,,,,19.0,10.0,
449,42,,,,26.0,,
450,104,,,21.0,,,
450,7,2.0,,35.0,,6.0,1.0
450,288,,,11.0,,3.0,
450,534,2.0,,31.0,20.0,6.0,
450,214,,,20.0,,,
450,82,2.0,2.0,,12.0,5.0,4.0
450,473,,,,14.0,,
451,118,3.0,2.0,41.0,21.0,8.0,1.0
451,128,,,37.0,16.0,6.0,
451,514,3.0,,32.0,26.0,4.0,
451,485,,,36.0,12.0,3.0,2.0
451,244,4.0,,38.0,31.0,4.0,2.0
451,310,6.0,,39.0,21.0,3.0,1.0
451,161,6.0,,22.0,18.0,2.0,
452,154,,,,,4.0,
452,293,3.0,,,17.0,4.0,
452,415,1.0,,,18.0,1.0,
452,68,,,,3.0,,
452,137,3.0,,,18.0,1.0,
452,381,10.0,,,19.0,4.0,
452,318,,,20.0,,,
453,316,,,,20.0,,
453,419,,,,29.0,,
453,145,,,,28.0,,
453,404,,3.0,,20.0,8.0,
453,368,,,,19.0,,
454,414,2.0,,,23.0,8.0,
454,359,1.0,1.0,,8.0,7.0,1.0
454,527,4.0,,,18.0,5.0,1.0
454,138,7.0,,,24.0,4.0,1.0
454,117,1.0,,,10.0,2.0,1.0
454,287,1.0,1.0,,8.0,7.0,
454,385,4.0,1.0,,13.0,8.0,2.0
454,308,2.0,2.0,,13.0,9.0,3.0
454,48,6.0,,,4.0,7.0,
454,398,5.0,1.0,,21.0,2.0,
454,292,2.0,,,18.0,3.0,1.0
455,545,,,,21.0,,
455,138,9.0,,,19.0,,
455,523,,,,4.0,4.0,
455,501,,,,12.0,13.0,
456,326,,,20.0,8.0,,
456,202,,,25.0,17.0,,
456,264,,,33.0,16.0,8.0,
456,244,6.0,1.0,37.0,28.0,4.0,1.0
457,398,4.0,,,27.0,,2.0
457,35,,,,23.0,,
457,202,,,,13.0,,
457,33,,,,15.0,,
458,345,,,,22.0,8.0,2.0
458,118,,,,6.0,18.0,
458,514,,,,23.0,4.0,2.0
458,468,,,,11.0,5.0,
458,272,,,,13.0,19.0,
458,335,,,,18.0,4.0,
458,499,,,,10.0,,
458,127,,,,14.0,,
458,59,,,,14.0,,
459,358,,3.0,,20.0,4.0,2.0
459,321,,2.0,,11.0,,
459,364,5.0,,,14.0,2.0,
459,132,5.0,,,14.0,,
459,418,,5.0,,34.0,9.0,
459,382,7.0,3.0,,30.0,,
459,16,,,,12.0,4.0,4.0
460,132,4.0,,,24.0,6.0,
460,153,12.0,,,32.0,,
460,170,,,,,,
461,447,,,,13.0,,
461,97,,,,17.0,,
461,136,5.0,2.0,,30.0,10.0,2.0
461,392,,,,13.0,,
461,353,,,,17.0,11.0,
461,458,10.0,,,5.0,7.0,
461,340,2.0,,,39.0,3.0,
462,523,,,,23.0,14.0,
462,458,,,,16.0,4.0,
462,187,2.0,,,14.0,3.0,
462,444,7.0,,29.0,20.0,,
462,421,,,27.0,15.0,,
462,336,9.0,,,16.0,,
462,273,1.0,,,14.0,,
462,211,,,,14.0,,
463,250,5.0,,,23.0,6.0,2.0
463,430,,5.0,39.0,14.0,17.0,
463,390,,,34.0,38.0,,
464,174,,,,,,2.0
464,81,4.0,2.0,,24.0,6.0,3.0
464,452,,,41.0,26.0,6.0,
464,17,,,24.0,11.0,,
464,299,,,,24.0,14.0,
464,244,,,,22.0,,
464,275,,2.0,27.0,19.0,2.0,
465,446,,,,17.0,,
465,358,,,,19.0,,
465,522,,,,24.0,,
465,406,,1.0,,,,
465,266,,,,43.0,,
465,146,7.0,,,25.0,,
466,361,3.0,1.0,,12.0,4.0,4.0
466,523,3.0,1.0,,20.0,,
466,324,,,,10.0,,
466,391,5.0,,,27.0,6.0,1.0
466,269,,,,13.0,,
466,246,,,,21.0,11.0,
466,322,,,,19.0,11.0,
466,42,,,,12.0,,
466,14,,,,17.0,,
466,119,,,,12.0,,
467,514,,,,21.0,,3.0
467,418,,,,35.0,,
467,382,9.0,,27.0,19.0,,
468,136,,,,30.0,,
468,447,,,,26.0,7.0,
468,443,,,,19.0,10.0,
469,281,4.0,,43.0,32.0,6.0,
469,81,,,,19.0,,
469,189,,,40.0,22.0,,
469,404,,,25.0,15.0,10.0,
469,59,7.0,,18.0,7.0,,
470,340,,,24.0,23.0,,
470,226,,,28.0,17.0,,
471,151,,,,17.0,4.0,
471,449,,,,18.0,,
471,340,8.0,,35.0,25.0,,
471,174,,,,25.0,17.0,
471,452,17.0,,,27.0,,
472,499,4.0,,33.0,33.0,,1.0
473,110,,,,31.0,15.0,1.0
473,364,6.0,,,14.0,4.0,
473,305,,,,12.0,4.0,
473,88,11.0,,,19.0,,
474,403,1.0,2.0,23.0,13.0,10.0,1.0
475,419,,,,27.0,5.0,
475,102,,,,14.0,14.0,
475,145,,,,23.0,,
475,499,,,,17.0,5.0,
475,287,,,,12.0,10.0,
475,318,4.0,,,14.0,8.0,
475,398,,,,10.0,,
475,252,,,,11.0,,
475,385,,,,10.0,,
476,447,,,,12.0,5.0,1.0
476,443,,,,4.0,3.0,
476,250,5.0,,,24.0,4.0,
476,467,,,,20.0,8.0,
477,187,4.0,1.0,,10.0,5.0,3.0
477,523,,,,22.0,,
477,369,,,,22.0,,
477,444,7.0,,,19.0,,
477,418,3.0,3.0,,43.0,10.0,4.0
477,170,,,,22.0,,
477,476,11.0,,34.0,8.0,4.0,
477,393,4.0,2.0,30.0,10.0,5.0,
478,250,5.0,,,20.0,7.0,1.0
478,467,1.0,3.0,29.0,16.0,14.0,1.0
478,126,1.0,,,18.0,2.0,1.0
478,423,1.0,,,12.0,8.0,
478,403,,1.0,,14.0,9.0,1.0
478,464,1.0,1.0,,15.0,4.0,
478,413,2.0,,,10.0,3.0,
479,189,1.0,,,21.0,4.0,3.0
479,108,,,,10.0,5.0,
479,404,,,,10.0,,
479,368,,,,10.0,,
479,476,3.0,,,14.0,1.0,
479,96,,,,8.0,3.0,
479,437,,,,16.0,9.0,1.0
479,415,2.0,,,18.0,6.0,1.0
479,127,1.0,,26.0,21.0,1.0,
479,504,,,,12.0,3.0,
480,64,,,,2.0,11.0,
480,333,7.0,,,13.0,12.0,
480,137,5.0,,,24.0,4.0,
480,381,,,,27.0,,
480,418,6.0,4.0,,38.0,9.0,
480,291,8.0,,,12.0,,
480,520,,4.0,,15.0,7.0,
480,382,7.0,,23.0,21.0,,
481,389,,,,19.0,,
481,197,,,,14.0,,
481,226,,,,10.0,,
481,554,,,,20.0,,
481,359,,,,8.0,9.0,
481,527,,,,19.0,,
481,138,,,,22.0,,
481,288,,,,17.0,,
481,124,,,,16.0,,
481,117,,,,9.0,,
481,56,,,,18.0,,
481,466,,,,8.0,,
482,214,,,25.0,20.0,,
482,335,8.0,,24.0,32.0,7.0,
482,59,4.0,,29.0,10.0,,
482,40,,,9.0,,,
483,35,2.0,1.0,,13.0,4.0,1.0
483,89,,,,27.0,13.0,
483,54,2.0,1.0,,18.0,9.0,1.0
483,147,,,,22.0,3.0,
483,202,3.0,,,10.0,3.0,
483,523,3.0,,,32.0,13.0,
483,391,10.0,,,16.0,,
483,369,,,39.0,14.0,,
483,301,,,,29.0,,
484,514,4.0,,,,,
484,338,7.0,,,,,
484,277,,,8.0,,,
484,549,,,19.0,16.0,,
485,58,11.0,,,13.0,,
485,282,,,,23.0,,
485,145,,,,28.0,,
485,380,,,22.0,12.0,,
486,322,,,,32.0,6.0,
486,156,,,,19.0,17.0,
486,58,8.0,,,22.0,9.0,
486,125,,4.0,,20.0,21.0,
486,240,9.0,,,17.0,7.0,
487,151,,,,19.0,,
487,177,,,,20.0,9.0,
487,449,,,,18.0,,
487,340,,,,18.0,,
487,232,,,,10.0,,
487,48,7.0,,,17.0,,
487,367,,,,23.0,,
488,110,,,22.0,2.0,4.0,
488,446,7.0,,,28.0,1.0,3.0
488,231,,1.0,21.0,8.0,8.0,
488,415,3.0,,,38.0,4.0,3.0
488,204,1.0,,,,,
488,155,,1.0,15.0,4.0,4.0,
489,322,1.0,,,13.0,6.0,
489,135,4.0,2.0,,27.0,13.0,
489,42,,1.0,,16.0,3.0,1.0
489,549,8.0,,,12.0,8.0,2.0
489,119,4.0,,,12.0,3.0,1.0
489,225,1.0,,,,,1.0
489,316,12.0,,,27.0,5.0,2.0
489,419,5.0,,,16.0,9.0,
489,102,1.0,1.0,,13.0,13.0,1.0
489,145,5.0,1.0,,27.0,4.0,1.0
489,369,1.0,,,14.0,5.0,1.0
490,281,,,,22.0,,
490,288,1.0,,,15.0,,
491,138,19.0,,,18.0,,
491,418,,,,36.0,17.0,
492,316,,2.0,,31.0,11.0,4.0
492,419,3.0,,,23.0,9.0,
492,102,,,28.0,12.0,7.0,
492,340,2.0,,,5.0,,
492,151,4.0,,31.0,16.0,7.0,2.0
493,459,,,,22.0,9.0,
493,267,,3.0,,16.0,13.0,
493,556,4.0,,,17.0,6.0,
493,200,6.0,,,11.0,2.0,
493,196,,,,16.0,9.0,2.0
493,49,4.0,,,20.0,,
493,336,6.0,,,8.0,3.0,2.0
493,448,,,,10.0,,
494,91,2.0,1.0,,11.0,4.0,2.0
494,406,7.0,2.0,,12.0,8.0,1.0
494,266,1.0,,,13.0,1.0,
494,146,5.0,,,23.0,6.0,5.0
494,245,2.0,,,10.0,7.0,
494,281,6.0,1.0,,22.0,5.0,4.0
494,332,,1.0,,17.0,13.0,
494,73,,1.0,,10.0,3.0,
494,81,3.0,,,12.0,5.0,2.0
494,262,1.0,,,9.0,4.0,1.0
495,517,,,,14.0,,
495,362,,,,14.0,,
495,86,,,,9.0,10.0,
495,242,6.0,,,4.0,2.0,
495,372,,,,17.0,,
495,162,,,,10.0,,
495,360,,,,12.0,,
495,390,,,26.0,22.0,,
495,447,,,,26.0,,
495,443,,,,16.0,,
495,471,,,,10.0,,
495,353,,,,,13.0,
495,392,,,,14.0,,
495,56,,,,16.0,,
496,188,,,,9.0,,
496,211,,,,20.0,,
496,63,,,,20.0,,
497,62,,,30.0,27.0,6.0,4.0
497,335,9.0,,27.0,20.0,7.0,
497,499,6.0,,,12.0,3.0,4.0
497,127,,,,15.0,,
497,250,4.0,,,19.0,3.0,2.0
497,467,,2.0,,11.0,7.0,2.0
497,430,,,25.0,10.0,5.0,
498,49,6.0,,,28.0,,
